id_imovel,tipo_imovel,zona,area_m2,vagas_estacionamento,banheiros,idade_imovel_anos,distancia_centro_km,andar,estado_conservacao,fluxo_pessoas,tem_climatizacao,documentacao_regular,cor_fachada,preco_aluguel_mensal
COM-0432,Escritório,Zona Leste,117.44,3.0,1,,11.18,13,Novo,Médio,Não,Sim,Amarela,6060.73
COM-0433,Loja,Zona Norte,219.63,1.0,1,7.0,13.58,0,Bom,Muito Alto,Não,Não,Amarela,9888.95
COM-0434,Escritório,Zona Sul,95.14,2.0,1,1.0,5.52,1,Novo,Muito Alto,Sim,Não,Bege,9337.75
COM-0435,Galpão,Área Industrial,348.44,4.0,2,0.0,15.16,0,Novo,Muito Alto,Sim,Não,Azul,31557.51
COM-0436,Quiosque,Zona Oeste,11.77,0.0,1,13.0,9.01,0,Novo,Médio,Não,Sim,Bege,800.0
COM-0437,Prédio Comercial,Zona Oeste,520.2,4.0,7,5.0,13.73,2,Bom,Muito Alto,Sim,Sim,Amarela,62778.06
COM-0438,Sala Comercial,Zona Norte,44.73,0.0,1,29.0,10.62,13,Bom,Alto,Sim,Sim,Amarela,800.0
COM-0439,Galpão,Zona Oeste,670.61,4.0,5,9.0,7.45,0,Precisa Reforma,Muito Alto,Sim,Sim,Cinza,32524.11
COM-0440,Escritório,Área Industrial,95.5,3.0,1,21.0,17.26,15,Regular,Médio,Sim,Sim,Azul,1571.3
COM-0441,Sala Comercial,Centro,100.24,0.0,1,,0.2,1,Bom,Alto,Sim,Sim,Vermelha,6418.27
COM-0442,Sala Comercial,Zona Oeste,71.36,0.0,2,2.0,7.87,0,Precisa Reforma,Muito Alto,Sim,Sim,Cinza,1970.89
COM-0443,Sala Comercial,Zona Sul,50.23,0.0,2,3.0,8.3,7,Regular,Baixo,Sim,Não,Verde,800.0
COM-0444,Escritório,Zona Norte,74.25,0.0,1,38.0,14.06,2,Regular,Alto,Sim,Sim,Bege,800.0
COM-0445,Sala Comercial,Zona Sul,20.11,0.0,2,14.0,8.17,1,Bom,Médio,Sim,Sim,Cinza,800.0
COM-0446,Escritório,Zona Sul,49.6,1.0,1,11.0,3.96,0,Regular,Médio,Sim,Sim,Azul,2025.33
COM-0447,Escritório,Zona Norte,62.61,1.0,1,14.0,9.78,6,Bom,Muito Alto,Sim,Sim,Amarela,2454.75
COM-0448,Sala Comercial,Área Industrial,26.74,0.0,1,,15.1,15,Regular,Médio,Sim,Sim,Bege,800.0
COM-0449,Galpão,Zona Sul,1278.99,12.0,12,3.0,9.99,0,Bom,Alto,Sim,Sim,Branca,128033.01
COM-0450,Sala Comercial,Zona Norte,57.9,1.0,1,7.0,14.29,6,Novo,Médio,Não,Sim,Vermelha,881.46
COM-0451,Loja,Zona Leste,54.04,0.0,1,5.0,12.81,0,Bom,Alto,Não,Sim,Verde,1102.7
COM-0452,Escritório,Zona Leste,127.92,2.0,1,0.0,11.18,8,Bom,Baixo,Sim,Não,Vermelha,3368.49
COM-0453,Quiosque,Zona Leste,,0.0,1,2.0,14.86,0,Bom,Médio,Sim,Sim,Verde,800.0
COM-0454,Sala Comercial,Zona Sul,22.64,0.0,1,7.0,9.69,0,Regular,Médio,Sim,Sim,Bege,800.0
COM-0455,Escritório,Zona Sul,117.8,0.0,1,19.0,6.98,3,Bom,Médio,Sim,Sim,Cinza,5191.01
COM-0456,Prédio Comercial,Área Industrial,1429.55,19.0,12,16.0,16.25,9,Bom,Alto,Sim,Sim,Azul,163032.25
COM-0457,Escritório,Zona Oeste,109.34,0.0,2,2.0,12.09,10,Regular,Alto,Não,Sim,Vermelha,3918.6
COM-0458,Galpão,Zona Norte,621.71,7.0,5,17.0,16.1,0,Precisa Reforma,Médio,Não,Sim,Amarela,24086.67
COM-0459,Escritório,Zona Norte,101.67,2.0,1,7.0,12.19,15,Regular,Alto,Não,Sim,Amarela,3061.91
COM-0460,Sala Comercial,Centro,75.53,0.0,1,3.0,0.39,9,Regular,Médio,Sim,Sim,Cinza,3193.12
COM-0461,Escritório,Zona Sul,95.55,2.0,1,20.0,11.56,10,Precisa Reforma,Muito Alto,Não,Sim,Azul,4201.21
COM-0462,Escritório,Zona Norte,115.89,2.0,1,3.0,11.52,8,Regular,Médio,Sim,Sim,Branca,3980.43
COM-0463,Galpão,Área Industrial,367.86,3.0,3,2.0,13.15,0,Bom,Muito Alto,Sim,Não,Amarela,22303.12
COM-0464,Loja,Zona Leste,150.89,,1,18.0,10.91,0,Bom,Médio,Não,Sim,Azul,5490.47
COM-0465,Sala Comercial,Área Industrial,60.73,0.0,1,0.0,10.11,4,Regular,Muito Alto,Sim,Sim,Bege,2191.91
COM-0466,Loja,Zona Norte,144.58,0.0,1,13.0,13.04,0,Precisa Reforma,Médio,Sim,Sim,Azul,2447.89
COM-0467,Escritório,Centro,83.47,1.0,1,3.0,2.45,2,Regular,Médio,Sim,Sim,Verde,4464.55
COM-0468,Sala Comercial,Área Industrial,57.76,2.0,1,19.0,12.95,6,Bom,Baixo,Não,Não,Cinza,800.0
COM-0469,Escritório,Zona Sul,93.62,0.0,1,4.0,11.29,7,Novo,Baixo,Sim,Sim,Cinza,2890.99
COM-0470,Loja,Zona Norte,154.59,3.0,1,0.0,12.16,0,Bom,Baixo,Não,Sim,Cinza,6075.01
COM-0471,Sala Comercial,Zona Sul,99.27,2.0,1,10.0,10.14,4,Bom,Médio,Sim,Não,Cinza,4567.64
COM-0472,Escritório,Centro,77.77,0.0,1,10.0,2.6,0,Precisa Reforma,Alto,Sim,Sim,Azul,2722.62
COM-0473,Loja,Centro,,2.0,1,7.0,1.87,0,Bom,Baixo,Não,Sim,Verde,9750.7
COM-0474,Escritório,Zona Norte,135.99,2.0,1,2.0,16.89,1,Bom,Baixo,Não,Sim,Branca,3234.58
COM-0475,Loja,Centro,3270.62,3.0,1,12.0,0.2,0,Precisa Reforma,Baixo,Sim,Sim,Azul,11407.13
COM-0476,Prédio Comercial,Zona Leste,1030.72,10.0,10,13.0,11.99,8,Bom,Alto,Sim,Sim,Verde,85705.86
COM-0477,Escritório,Centro,,,1,38.0,2.89,3,Regular,Baixo,Não,Sim,Amarela,4576.45
COM-0478,Loja,Zona Norte,273.1,1.0,1,10.0,12.16,0,Bom,Médio,Não,Sim,Branca,10335.46
COM-0479,Galpão,Área Industrial,1071.31,,8,0.0,15.55,0,Regular,Médio,Sim,Sim,Branca,54046.79
COM-0480,Escritório,Zona Oeste,89.78,2.0,1,25.0,6.61,2,Regular,Baixo,Não,Sim,Vermelha,1945.21
COM-0481,Loja,Zona Norte,151.48,0.0,2,70.0,9.11,0,Bom,Muito Alto,Sim,Sim,Branca,6359.55
COM-0482,Escritório,Área Industrial,97.62,2.0,1,0.0,14.45,10,Regular,Médio,Sim,Sim,Bege,3313.45
COM-0483,Escritório,Centro,87.79,0.0,1,3.0,0.2,5,Regular,Alto,Sim,Não,Amarela,4137.24
COM-0484,Sala Comercial,Zona Oeste,44.82,0.0,1,4.0,8.54,3,Bom,Médio,Sim,Não,Cinza,800.0
COM-0485,Escritório,Zona Leste,68.05,0.0,1,2.0,13.54,5,Bom,Médio,Sim,Sim,Branca,1062.85
COM-0486,Quiosque,Zona Oeste,19.99,1.0,1,2.0,9.91,0,Novo,Muito Alto,Sim,Sim,Verde,800.0
COM-0487,Loja,Zona Norte,148.66,0.0,1,10.0,11.9,0,Bom,Muito Alto,Não,Sim,Azul,11453.92
COM-0488,Galpão,Zona Sul,654.33,5.0,6,8.0,6.76,0,Regular,Médio,Sim,Sim,Branca,35940.6
COM-0489,Escritório,Zona Leste,127.04,0.0,1,7.0,11.09,7,Regular,Médio,Não,Sim,Cinza,2811.66
COM-0490,Galpão,Zona Leste,1043.88,12.0,9,23.0,14.18,0,Bom,Médio,Não,Sim,Vermelha,39033.97
COM-0491,Prédio Comercial,Zona Norte,802.39,9.0,6,16.0,6.78,1,Regular,Médio,Sim,Não,Amarela,25141.75
COM-0492,Escritório,Zona Oeste,43.59,0.0,1,23.0,4.89,15,Regular,Baixo,Sim,Sim,Cinza,800.0
COM-0493,Loja,Zona Norte,198.14,1.0,1,36.0,10.1,0,Regular,Médio,Sim,Sim,Bege,5760.46
COM-0494,Galpão,Centro,348.77,3.0,5,12.0,2.39,0,Bom,Médio,Não,Sim,Branca,21722.73
COM-0495,Loja,Zona Sul,193.85,0.0,1,2.0,3.71,0,Bom,Baixo,Sim,Sim,Amarela,8217.14
COM-0496,Prédio Comercial,Área Industrial,649.73,8.0,4,4.0,12.69,14,Bom,Alto,Não,Sim,Branca,59146.66
COM-0497,Escritório,Zona Oeste,137.63,0.0,1,9.0,9.31,15,Bom,Alto,Não,Sim,Verde,6335.3
COM-0498,Loja,Zona Oeste,143.42,2.0,1,2.0,11.23,0,Bom,Médio,Não,Não,Cinza,5377.12
COM-0499,Galpão,Zona Norte,448.74,3.0,4,,14.69,0,Novo,Muito Alto,Sim,Sim,Vermelha,36871.36
COM-0500,Escritório,Centro,53.56,0.0,1,7.0,0.2,12,Bom,Médio,Sim,Sim,Azul,3074.4
COM-0501,Escritório,Centro,105.23,0.0,1,17.0,0.2,3,Bom,Muito Alto,Não,Sim,Vermelha,8613.61
COM-0502,Galpão,Centro,11.89,6.0,1,92.0,5.42,0,Precisa Reforma,Muito Alto,Não,Sim,Verde,17215.21
COM-0503,Escritório,Zona Sul,81.52,1.0,1,11.0,0.61,5,Bom,Muito Alto,Não,Sim,Bege,6237.88
COM-0504,Loja,Zona Norte,164.34,1.0,1,0.0,4.75,0,Bom,Muito Alto,Sim,Sim,Amarela,13579.26
COM-0505,Escritório,Zona Oeste,84.94,1.0,1,3.0,8.73,9,,Muito Alto,Sim,Sim,Verde,5378.28
COM-0506,Galpão,Área Industrial,435.56,3.0,3,5.0,14.65,0,Bom,Alto,Sim,Sim,Vermelha,36007.6
COM-0507,Quiosque,Zona Leste,14.79,0.0,1,13.0,15.27,0,Bom,Alto,Sim,Sim,Vermelha,800.0
COM-0508,Loja,Zona Leste,125.69,0.0,1,0.0,13.29,0,Precisa Reforma,Baixo,Sim,Sim,Vermelha,1787.8
COM-0509,Loja,Zona Norte,84.06,1.0,1,39.0,10.81,0,Bom,Médio,Não,Sim,Vermelha,1285.55
COM-0510,Escritório,Zona Sul,101.85,1.0,1,13.0,9.61,0,Regular,Médio,Sim,Sim,Azul,3505.57
COM-0511,Loja,Centro,75.54,1.0,1,55.0,5.92,0,Bom,Alto,Não,Sim,Azul,3083.09
COM-0512,Escritório,Zona Leste,50.22,,1,3.0,15.99,1,Bom,Alto,Sim,Sim,Amarela,800.0
COM-0513,Escritório,Zona Oeste,117.42,1.0,1,1.0,6.56,12,Regular,Alto,Sim,Sim,Bege,5545.76
COM-0514,Prédio Comercial,Zona Leste,1069.71,9.0,8,7.0,16.62,13,Novo,Médio,Não,Não,Cinza,68779.63
COM-0515,Quiosque,Centro,20.8,,1,6.0,6.74,0,Regular,Médio,Não,Sim,Verde,800.0
COM-0516,Escritório,Área Industrial,115.79,0.0,1,2.0,14.41,6,Regular,Alto,Não,Não,Cinza,2959.44
COM-0517,Sala Comercial,Área Industrial,81.91,0.0,1,9.0,14.29,3,Novo,Muito Alto,Sim,Sim,Amarela,3987.18
COM-0518,Sala Comercial,Centro,14.29,1.0,1,6.0,4.23,14,Regular,Baixo,Não,Sim,Azul,800.0
COM-0519,Quiosque,Zona Leste,25.58,0.0,1,20.0,13.6,0,Regular,Alto,Não,Sim,Bege,800.0
COM-0520,Galpão,Zona Norte,844.37,9.0,7,4.0,10.63,0,Regular,Médio,Sim,Sim,Branca,41364.83
COM-0521,Escritório,Centro,,3.0,1,0.0,3.31,11,Bom,Médio,Sim,Sim,Cinza,5005.5
COM-0522,Sala Comercial,Zona Norte,100.78,0.0,1,33.0,5.28,15,Precisa Reforma,Alto,Não,Sim,Vermelha,984.07
COM-0523,Loja,Zona Leste,99.32,3.0,1,3.0,8.99,0,Bom,Muito Alto,Sim,Sim,Branca,5174.76
COM-0524,Prédio Comercial,Zona Norte,1260.03,14.0,10,7.0,7.14,12,Precisa Reforma,Muito Alto,Sim,Sim,Branca,74152.86
COM-0525,Escritório,Zona Oeste,74.57,2.0,1,22.0,1.5,14,Bom,Alto,Sim,Sim,Vermelha,3882.79
COM-0526,Loja,Zona Sul,54.93,1.0,1,5.0,1.39,0,Precisa Reforma,Baixo,Não,Sim,Branca,1846.23
COM-0527,Prédio Comercial,Centro,966.65,11.0,7,7.0,1.6,13,Regular,Médio,Não,Sim,Bege,70771.47
COM-0528,Escritório,Área Industrial,84.07,1.0,1,9.0,14.97,2,Regular,Alto,Não,Sim,Verde,2500.15
COM-0529,Escritório,Centro,61.3,0.0,1,13.0,1.97,8,Novo,Muito Alto,Sim,Sim,Azul,18633.24
COM-0530,Escritório,Zona Sul,72.94,1.0,1,21.0,8.28,10,Bom,Médio,Sim,,Amarela,2545.89
COM-0531,Loja,Zona Oeste,51.42,0.0,1,6.0,7.65,0,Novo,Alto,Sim,Sim,Cinza,3008.77
COM-0532,Quiosque,Centro,25.72,0.0,1,,2.45,0,Regular,Médio,Sim,Sim,Verde,800.0
COM-0533,Sala Comercial,Zona Oeste,52.95,0.0,1,8.0,10.96,7,Novo,Baixo,Sim,Sim,Bege,800.0
COM-0534,Escritório,Zona Norte,86.04,2.0,2,6.0,11.61,11,Regular,Médio,Não,Sim,Bege,2956.09
COM-0535,Galpão,Centro,474.07,7.0,4,1.0,3.16,0,Novo,Médio,Sim,Não,Cinza,40115.58
COM-0536,Loja,Zona Oeste,182.74,1.0,2,5.0,9.44,0,,Médio,Não,Sim,Azul,7227.96
COM-0537,Loja,Zona Norte,117.17,2.0,1,10.0,11.43,0,Regular,Médio,Sim,Sim,Bege,3757.8
COM-0538,Loja,Zona Oeste,115.72,3.0,1,5.0,13.13,0,Precisa Reforma,Médio,Sim,Sim,Vermelha,4001.32
COM-0539,Loja,Centro,113.52,1.0,1,55.0,4.07,0,Regular,Médio,Sim,Sim,Vermelha,4478.43
COM-0540,Sala Comercial,Zona Norte,47.6,2.0,1,1.0,7.12,15,Novo,Muito Alto,Sim,Sim,Cinza,15358.2
COM-0541,Prédio Comercial,Centro,1057.71,9.0,7,2.0,0.65,13,Bom,Alto,Sim,Sim,Bege,158373.56
COM-0542,Sala Comercial,Zona Oeste,44.53,0.0,1,0.0,13.15,4,Bom,Alto,Não,Sim,Verde,916.02
COM-0543,Sala Comercial,Zona Norte,44.36,0.0,1,31.0,9.93,5,Bom,Médio,Sim,Sim,Cinza,800.0
COM-0544,Escritório,Centro,91.28,1.0,1,5.0,1.72,2,Bom,Médio,Não,Não,Bege,4671.11
COM-0545,Galpão,Centro,,6.0,3,43.0,5.98,0,Bom,Médio,Sim,Não,Amarela,33736.6
COM-0546,Sala Comercial,Área Industrial,62.5,0.0,1,28.0,18.54,4,Bom,Alto,Sim,Sim,Bege,800.0
COM-0547,Galpão,Zona Oeste,626.22,6.0,5,3.0,11.41,0,Novo,Médio,Sim,Sim,Branca,45792.11
COM-0548,Prédio Comercial,Zona Oeste,707.94,5.0,5,24.0,1.28,5,Regular,Alto,Não,Sim,Azul,49078.92
COM-0549,Loja,Área Industrial,68.07,1.0,1,10.0,16.33,0,Regular,Muito Alto,Não,Sim,Cinza,2189.51
COM-0550,Loja,Zona Oeste,155.72,1.0,1,3.0,6.54,0,Bom,Médio,Sim,Sim,Amarela,6126.55
COM-0551,Escritório,Zona Norte,81.35,1.0,1,14.0,9.75,1,Bom,Médio,Sim,Sim,Branca,2339.47
COM-0552,Escritório,Zona Sul,55.18,1.0,1,27.0,3.99,8,Regular,Alto,Sim,Sim,Verde,1894.24
COM-0553,Prédio Comercial,Zona Norte,386.63,3.0,4,13.0,12.55,8,Regular,Alto,Sim,Não,Amarela,21649.77
COM-0554,Sala Comercial,Zona Oeste,81.01,1.0,1,5.0,6.41,0,Bom,Alto,Sim,Sim,Azul,4232.43
COM-0555,Sala Comercial,Zona Sul,74.64,3.0,1,7.0,9.14,5,Bom,Baixo,Sim,Sim,Branca,2599.37
COM-0556,Prédio Comercial,Zona Sul,1518.33,14.0,11,,5.88,15,Bom,Baixo,Sim,Sim,Vermelha,117850.08
COM-0557,Escritório,Centro,101.48,1.0,1,18.0,5.34,5,Novo,Médio,Sim,Sim,Amarela,7222.74
COM-0558,Loja,Centro,83.79,1.0,1,1.0,4.2,0,Precisa Reforma,Médio,Sim,Não,Vermelha,3792.74
COM-0559,Loja,Zona Leste,179.17,0.0,3,13.0,17.57,0,Regular,Muito Alto,Sim,Sim,Verde,13635.91
COM-0560,Escritório,Centro,158.97,2.0,1,3.0,0.2,5,Regular,Alto,Sim,Sim,Azul,12912.21
COM-0561,Escritório,Zona Norte,142.97,2.0,1,22.0,8.04,7,Bom,Médio,Sim,Sim,Branca,4959.51
COM-0562,Loja,Zona Oeste,14.26,0.0,1,7.0,6.79,0,Bom,Médio,Sim,,Verde,800.0
COM-0563,Escritório,Zona Leste,50.18,0.0,1,40.0,9.24,3,Regular,Médio,Sim,Sim,Amarela,800.0
COM-0564,Galpão,Centro,1118.27,11.0,9,1.0,0.2,0,Precisa Reforma,Alto,Sim,Sim,Bege,89861.97
COM-0565,Loja,Zona Sul,111.36,2.0,1,4.0,4.8,0,Bom,Alto,Não,Sim,Amarela,9894.73
COM-0566,Escritório,Área Industrial,103.57,,1,13.0,17.1,13,Regular,Médio,Sim,Sim,Azul,2257.87
COM-0567,Escritório,Centro,64.16,0.0,1,10.0,5.81,8,Bom,Médio,Sim,Sim,Bege,3607.26
COM-0568,Loja,Zona Sul,57.72,0.0,1,1.0,7.69,0,Bom,Médio,Sim,Sim,Verde,2936.0
COM-0569,Sala Comercial,Centro,50.26,,1,1.0,3.66,13,Regular,Médio,Sim,Sim,Vermelha,1881.65
COM-0570,Sala Comercial,Centro,38.33,0.0,1,22.0,1.74,5,Bom,Médio,Sim,Sim,Cinza,1253.05
COM-0571,Quiosque,Zona Sul,12.83,,1,11.0,9.63,0,Regular,Médio,Sim,Sim,Branca,800.0
COM-0572,Escritório,Zona Sul,74.17,0.0,1,1.0,11.26,6,Regular,Baixo,Sim,Sim,Bege,1096.4
COM-0573,Galpão,Zona Leste,956.47,11.0,6,6.0,9.77,0,Regular,Baixo,Não,Sim,Branca,38574.31
COM-0574,Escritório,Zona Sul,134.96,0.0,1,12.0,7.65,8,Bom,Baixo,Sim,Sim,Branca,4144.49
COM-0575,Escritório,Área Industrial,133.53,2.0,1,8.0,17.08,9,Bom,Alto,Não,Sim,Bege,6664.83
COM-0576,Escritório,Zona Leste,145.38,,1,11.0,11.92,9,Bom,Médio,Sim,Sim,Amarela,4713.04
COM-0577,Galpão,Zona Norte,637.06,5.0,6,1.0,17.96,0,Novo,Baixo,Sim,Sim,Azul,35235.5
COM-0578,Loja,Zona Norte,233.92,3.0,1,20.0,10.99,0,Bom,Alto,Sim,Sim,Branca,11703.57
COM-0579,Escritório,Centro,56.77,1.0,1,27.0,0.2,11,Novo,Médio,Sim,,Azul,3714.18
COM-0580,Galpão,Centro,958.76,9.0,9,12.0,0.2,0,Precisa Reforma,Médio,Sim,Sim,Branca,55560.09
COM-0581,Galpão,Zona Sul,770.67,10.0,7,0.0,6.27,0,Bom,Baixo,Sim,Sim,Amarela,44504.1
COM-0582,Escritório,Zona Sul,89.56,1.0,1,4.0,4.11,15,Regular,Muito Alto,Não,,Bege,6880.79
COM-0583,Sala Comercial,Zona Sul,48.74,2.0,1,3.0,6.59,3,Bom,Baixo,Sim,Sim,Bege,2151.89
COM-0584,Quiosque,Zona Leste,12.13,0.0,1,0.0,13.24,0,Bom,Médio,Não,Sim,Branca,800.0
COM-0585,Escritório,Zona Norte,111.04,0.0,1,1.0,5.94,10,Bom,Médio,Sim,Não,Verde,3476.75
COM-0586,Sala Comercial,Centro,76.12,2.0,1,7.0,0.2,6,Bom,Médio,Sim,Sim,Vermelha,5365.97
COM-0587,Sala Comercial,Zona Norte,63.81,0.0,1,11.0,7.41,11,Bom,Alto,Sim,Sim,Branca,1354.66
COM-0588,Prédio Comercial,Zona Leste,1421.63,14.0,11,5.0,14.52,1,Bom,Alto,Não,Sim,Cinza,96319.89
COM-0589,Galpão,Área Industrial,1169.61,14.0,9,5.0,19.08,0,Regular,Alto,Sim,Não,Amarela,68439.27
COM-0590,Sala Comercial,Zona Norte,85.6,1.0,1,28.0,6.27,13,Bom,Baixo,Sim,Sim,Amarela,1028.21
COM-0591,Sala Comercial,Área Industrial,53.37,0.0,2,1.0,11.84,3,Regular,Médio,Não,Sim,Vermelha,917.26
COM-0592,Loja,Zona Leste,135.86,1.0,1,11.0,14.47,0,,Baixo,Sim,Sim,Azul,3296.56
COM-0593,Galpão,Zona Norte,696.92,7.0,6,10.0,3.4,0,Bom,Alto,Sim,Sim,Azul,47974.97
COM-0594,Sala Comercial,Zona Oeste,65.4,2.0,1,36.0,7.98,14,Bom,Médio,Sim,Sim,Amarela,1074.36
COM-0595,Prédio Comercial,Zona Oeste,1597.04,16.0,12,10.0,9.56,13,Regular,Alto,Não,Sim,Bege,115876.67
COM-0596,Quiosque,Centro,22.84,0.0,1,0.0,2.78,0,Regular,Baixo,Sim,Não,Bege,800.0
COM-0597,Prédio Comercial,Zona Sul,278.4,4.0,2,20.0,11.15,8,Bom,Médio,Sim,Sim,Verde,27321.49
COM-0598,Loja,Centro,148.68,1.0,2,38.0,8.32,0,Bom,Médio,Não,Sim,Vermelha,8348.57
COM-0599,Sala Comercial,Zona Norte,67.62,0.0,1,0.0,11.88,8,Bom,Muito Alto,Sim,Sim,Cinza,2882.66
COM-0600,Escritório,Área Industrial,114.4,0.0,1,13.0,15.67,5,,Médio,Não,Sim,Cinza,3378.57
COM-0601,Prédio Comercial,Zona Sul,764.31,7.0,5,0.0,3.23,12,Regular,Muito Alto,Sim,Sim,Azul,88536.9
COM-0602,Escritório,Zona Leste,8.0,0.0,1,,13.06,12,Precisa Reforma,Médio,Não,Sim,Azul,800.0
COM-0603,Sala Comercial,Zona Norte,92.31,3.0,1,38.0,14.07,12,Regular,Alto,Sim,Sim,Bege,2052.78
COM-0604,Quiosque,Zona Oeste,21.58,0.0,1,0.0,9.73,0,Bom,Médio,Sim,Sim,Azul,800.0
COM-0605,Escritório,Zona Leste,96.83,0.0,1,54.0,9.15,2,,Alto,Sim,Sim,Branca,800.0
COM-0606,Loja,Área Industrial,126.55,1.0,1,9.0,19.46,0,Bom,Baixo,Sim,Sim,Branca,3740.89
COM-0607,Loja,Zona Leste,104.89,0.0,1,4.0,12.81,0,Novo,Muito Alto,Sim,Sim,Vermelha,6172.83
COM-0608,Sala Comercial,Zona Leste,66.16,0.0,1,5.0,12.02,0,Novo,Alto,Sim,Sim,Cinza,1746.38
COM-0609,Escritório,Zona Sul,112.37,0.0,1,7.0,12.81,14,Regular,Muito Alto,Sim,Não,Amarela,4675.59
COM-0610,Loja,Zona Leste,54.39,1.0,1,21.0,11.49,0,Regular,Alto,Sim,Sim,Vermelha,800.0
COM-0611,Galpão,Área Industrial,727.51,8.0,6,4.0,14.4,0,Bom,Médio,Sim,Sim,Verde,42792.83
COM-0612,Sala Comercial,Zona Norte,90.18,2.0,1,19.0,8.61,4,Novo,Alto,Sim,Sim,Branca,4153.59
COM-0613,Prédio Comercial,Zona Sul,1347.83,12.0,11,67.0,0.2,13,Regular,Médio,Não,Sim,Bege,100770.96
COM-0614,Loja,Zona Norte,78.58,0.0,1,2.0,9.25,0,Bom,Médio,Sim,Sim,Vermelha,2231.85
COM-0615,Prédio Comercial,Zona Oeste,830.72,11.0,5,10.0,6.85,7,Bom,Baixo,Sim,Sim,Amarela,45235.48
COM-0616,Escritório,Zona Leste,104.22,4.0,1,10.0,15.04,8,Bom,Alto,Sim,Sim,Azul,4288.15
COM-0617,Loja,Centro,117.55,1.0,1,3.0,5.85,0,Bom,Médio,Não,Sim,Cinza,8143.54
COM-0618,Loja,Centro,208.93,3.0,2,11.0,0.2,0,Bom,Médio,Sim,Sim,Vermelha,16132.28
COM-0619,Sala Comercial,Centro,43.31,0.0,1,4.0,9.03,6,Novo,Baixo,Sim,Sim,Bege,1179.96
COM-0620,Galpão,Zona Norte,595.31,7.0,4,0.0,12.92,0,Regular,Baixo,Sim,Sim,Azul,23509.49
COM-0621,Loja,Zona Oeste,114.34,0.0,1,9.0,7.73,0,Novo,Médio,Sim,Sim,Bege,5940.86
COM-0622,Sala Comercial,Centro,8.0,0.0,1,0.0,2.19,12,Precisa Reforma,Alto,Não,Sim,Vermelha,800.0
COM-0623,Quiosque,Centro,19.35,1.0,1,16.0,5.44,0,Regular,Baixo,Não,Sim,Verde,800.0
COM-0624,Prédio Comercial,Zona Norte,1189.32,12.0,9,2.0,8.55,1,Bom,Alto,Não,Sim,Branca,81573.87
COM-0625,Sala Comercial,Zona Leste,101.74,1.0,2,1.0,9.33,6,Novo,Muito Alto,Não,Sim,Verde,4752.9
COM-0626,Sala Comercial,Centro,57.07,,1,20.0,4.71,7,Bom,Baixo,Sim,Sim,Bege,1417.93
COM-0627,Prédio Comercial,Zona Leste,,17.0,15,32.0,16.44,7,Novo,Alto,Sim,Sim,Amarela,166612.78
COM-0628,Sala Comercial,Área Industrial,46.99,0.0,1,2.0,22.15,11,Regular,Baixo,Sim,Sim,Bege,800.0
COM-0629,Loja,Zona Sul,159.11,0.0,1,6.0,10.25,0,Bom,Médio,Sim,Sim,Verde,8996.65
COM-0630,Escritório,Centro,101.56,2.0,1,17.0,0.2,8,Bom,Alto,Não,Sim,Verde,7493.31
COM-0631,Galpão,Zona Sul,936.74,11.0,6,8.0,8.05,0,Bom,Médio,Sim,Sim,Verde,62204.87
COM-0632,Sala Comercial,Zona Oeste,15.85,1.0,1,3.0,5.37,2,Precisa Reforma,Médio,Sim,Sim,Bege,800.0
COM-0633,Sala Comercial,Zona Norte,68.12,0.0,1,16.0,13.23,12,Novo,Alto,Não,Não,Amarela,910.42
COM-0634,Escritório,Zona Oeste,54.51,0.0,1,1.0,7.57,12,Bom,Alto,Sim,Sim,Bege,2013.47
COM-0635,Galpão,Zona Leste,712.08,8.0,6,23.0,11.71,0,Bom,Alto,Sim,Sim,Branca,41273.14
COM-0636,Loja,Área Industrial,141.16,1.0,1,13.0,16.02,0,Novo,Baixo,Sim,Sim,Branca,3729.58
COM-0637,Galpão,Zona Oeste,688.52,10.0,5,19.0,7.82,0,Regular,Médio,Não,Sim,Cinza,33683.35
COM-0638,Sala Comercial,Zona Leste,62.49,2.0,1,20.0,12.57,15,Novo,Muito Alto,Não,Sim,Verde,2231.47
COM-0639,Escritório,Centro,131.03,2.0,1,24.0,3.96,13,Bom,Muito Alto,Não,,Branca,10737.4
COM-0640,Escritório,Zona Norte,158.23,1.0,2,2.0,11.54,9,Novo,Baixo,Sim,Sim,Amarela,6274.61
COM-0641,Loja,Zona Oeste,150.15,0.0,3,7.0,10.79,0,Bom,Médio,Sim,Sim,Vermelha,6960.09
COM-0642,Quiosque,Zona Sul,20.27,0.0,1,21.0,10.65,0,Bom,Alto,Não,Sim,Vermelha,800.0
COM-0643,Sala Comercial,Zona Leste,74.19,0.0,1,6.0,14.0,5,Regular,Baixo,Sim,Sim,Vermelha,800.0
COM-0644,Loja,Área Industrial,129.36,0.0,1,3.0,15.58,0,Bom,Médio,Sim,Não,Cinza,4530.98
COM-0645,Escritório,Zona Sul,76.64,2.0,1,5.0,7.12,10,Regular,Alto,Sim,Sim,Azul,3734.91
COM-0646,Sala Comercial,Zona Sul,27.43,0.0,1,25.0,16.73,14,Regular,Médio,Sim,Sim,Vermelha,800.0
COM-0647,Loja,Zona Norte,110.93,1.0,1,6.0,16.11,0,Novo,Baixo,Não,Sim,Azul,3291.0
