@relation versao03-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R10

@attribute area_m2 numeric
@attribute bairro_valorizacao {baixo,alto,medio}
@attribute idade_imovel numeric
@attribute vagas_estacionamento numeric
@attribute distancia_centro_km numeric
@attribute fluxo_pessoas_dia numeric
@attribute taxa_vacancia_regiao numeric
@attribute tipo_imovel {loja,sala_comercial,escritorio,galpao}
@attribute padrao_construtivo {medio,baixo,alto}
@attribute preco numeric
@attribute Outlier {no,yes}
@attribute ExtremeValue {no,yes}

@data
0.291653,baixo,0.072464,0.461538,0.563931,0.229573,0.190526,galpao,medio,41041.97,yes,no
0.017292,medio,0.333333,0,0.3015,0.191179,0.33852,sala_comercial,baixo,3165.06,no,no
0.027734,medio,0.231884,0,0.43015,0.168931,0.243776,loja,alto,7402.68,no,no
0.030728,baixo,0.434783,0,0.427782,0.132113,0.400761,escritorio,medio,2167.47,no,no
0.000007,alto,0.246377,0,0.066693,0.183501,0.11722,sala_comercial,medio,1656.27,no,no
0.375091,baixo,0.144928,0.692308,0.741121,0.184924,0.499308,galpao,alto,68255.89,yes,yes
0.02355,medio,0.043478,0,0.124309,0.180547,0.317082,loja,alto,7281.5,no,no
0.247098,alto,0.275362,0.307692,0.018548,0.498917,0.159405,galpao,medio,56172.41,yes,no
0.061138,medio,0.057971,0.076923,0.282557,0.180941,0.355571,loja,medio,12961.62,no,no
0.010963,medio,0.072464,0,0.519337,0.065564,0.20574,sala_comercial,medio,1132.5,no,no
0.339755,baixo,0.188406,0.538462,0.507893,0.311282,0.487552,loja,medio,45341.48,no,yes
0.159821,medio,0.231884,0.120447,0.364122,0.235086,0.308091,galpao,medio,27533.16,no,no
0.018753,baixo,0.26087,0,0.277427,0.135263,0.570539,loja,medio,850,no,no
0.006267,medio,0.057971,0,0.424625,0.134278,0.505533,sala_comercial,medio,850,no,no
0.067161,alto,0.115942,0.230769,0.213496,0.301437,0.215422,loja,baixo,17852.86,no,no
0.045485,alto,0.202899,0.230769,0.136938,0.270329,0.213001,loja,baixo,16708.59,no,no
0.005893,alto,0.188406,0.307692,0.141279,0.304391,0.106846,sala_comercial,alto,7816.44,no,no
0.042296,medio,0.173913,0,0.10221,0.273873,0.106846,loja,medio,12496.59,no,no
0.145425,medio,0.173913,0.153846,0.400158,0.269935,0.432573,galpao,alto,30362.76,no,no
0.016638,baixo,0.391304,0,0.610892,0.072849,0.489627,sala_comercial,baixo,850,no,no
0.000007,alto,0.231884,0,0.056827,0.291987,0.259682,sala_comercial,baixo,6621.74,no,no
0.015522,alto,0.057971,0.153846,0.211918,0.316795,0.126902,sala_comercial,medio,10539.66,no,no
0.034243,alto,0.652174,0.120447,0.112076,0.306163,0.131397,loja,medio,9663.41,no,no
0.013856,medio,0.318841,0,0,0.304784,0.131397,loja,medio,7125.23,no,no
0.054379,baixo,0.507246,0.230769,0.518153,0.107895,0.546335,loja,medio,5578.22,no,no
0.273326,medio,0.207802,0.461538,0.52723,0.167356,0.526971,galpao,alto,43265.03,yes,no
0.271575,medio,0.42029,0.615385,0.645225,0.167553,0.595436,galpao,medio,34241.99,yes,no
0.035993,medio,0.304348,0,0.367403,0.207718,0.424274,escritorio,alto,6747.08,no,no
0.0226,baixo,0.130435,0,0.458564,0.037212,0.578492,sala_comercial,baixo,850,no,no
0.060998,alto,0.289855,0.153846,0.200868,0.224651,0.26314,loja,alto,12441.43,no,no
0.043774,medio,0.028986,0.230769,0.364122,0.184924,0.37379,loja,baixo,8295.73,no,no
0.017468,baixo,0.202899,0,0.400158,0.114786,0.366528,sala_comercial,alto,907.71,no,no
0.047897,baixo,0.144928,0.153846,0.364122,0.030124,0.655602,loja,medio,2009.48,no,no
0.056162,baixo,0.347826,0,0.696922,0.052373,0.355571,loja,alto,1381.01,no,no
0.009902,medio,0.188406,0,0.383189,0.111242,0.257261,loja,medio,1263.88,no,no
0.05872,medio,0.217391,0.120447,0.294791,0.133688,0.319156,loja,medio,10240.85,no,no
0.000918,baixo,0.449275,0.076923,0.553275,0.073637,0.75899,sala_comercial,medio,850,no,no
0.026576,baixo,0.057971,0.230769,0.408051,0.105336,0.327109,sala_comercial,baixo,4221.74,no,no
0.010146,alto,0.275362,0.076923,0.131413,0.261075,0.087137,loja,baixo,6346.78,no,no
0.021259,medio,0.318841,0,0.460931,0.132113,0.278008,loja,medio,2336.48,no,no
0.053497,baixo,0.246377,0.153846,0.364122,0.226619,0.633472,loja,baixo,10853.13,no,no
0.006788,medio,0.115942,0,0.175217,0.185666,0.177386,sala_comercial,medio,2833.32,no,no
0.01575,medio,0.115942,0.076923,0.196922,0.13546,0.409405,escritorio,medio,3878.09,no,no
0.048746,medio,0.028986,0.120447,0.472376,0.086828,0.319848,loja,medio,6602.56,no,no
0.204333,medio,0.115942,0.692308,0.242305,0.280961,0.311549,galpao,baixo,35261.25,yes,no
0.012564,medio,0.202899,0,0.22573,0.143138,0.266598,sala_comercial,baixo,1522.53,no,no
0.049699,baixo,0.173913,0.076923,0.741121,0.026974,0.652144,loja,medio,2263.36,no,no
0.006088,baixo,0.144928,0,0.391871,0.04115,0.434302,sala_comercial,medio,850,no,no
0.049869,medio,0.207802,0.076923,0.201263,0.130538,0.202282,loja,baixo,8276.7,no,no
0.232019,medio,0.405797,0.384615,0.507893,0.200433,0.295989,galpao,baixo,33676.92,yes,no
0.000007,medio,0.188406,0.076923,0.544988,0.102973,0.428769,sala_comercial,baixo,850,no,no
0.015906,medio,0.188406,0,0.254933,0.143926,0.416667,escritorio,alto,2523.61,no,no
0.015545,baixo,0.26087,0.076923,1,0.037212,0.438105,sala_comercial,medio,850,no,no
0.021269,medio,0.086957,0,0.193765,0.180941,0.295297,sala_comercial,medio,5364.15,no,no
0.000007,medio,0.207802,0,0.128256,0.068714,0.519018,loja,medio,850,no,no
0.028577,medio,0.057971,0,0.433307,0.187635,0.333679,escritorio,baixo,3425.54,no,no
0.01356,baixo,0.275362,0.076923,0.522494,0.062808,0.30982,sala_comercial,baixo,850,no,no
0.002623,medio,0.207802,0,0.008287,0.137232,0.188451,sala_comercial,baixo,2940.66,no,no
0.109259,baixo,0.202899,0.230769,0.600237,0.1709,0.576418,galpao,medio,14279.13,no,no
0.079829,medio,0.086957,0.307692,0.417916,0.202008,0.398686,loja,medio,13833.05,no,no
0.151946,medio,0.26087,0.461538,0.1985,0.330774,0.18603,galpao,baixo,34414.53,no,no
0.028733,medio,0.130435,0.076923,0.174428,0.266588,0.373444,sala_comercial,baixo,7396.57,no,no
0.08937,alto,0.217391,0.461538,0.140489,0.754479,0.108575,galpao,medio,95220.44,yes,no
0.060998,medio,0.289855,0.076923,0.134964,0.133491,0.355571,sala_comercial,medio,2648.88,no,no
0.024103,baixo,0.434783,0.076923,0.756117,0.102185,0.410443,escritorio,alto,850,no,no
0.040556,medio,0.144928,0.307692,0.297948,0.113802,0.463001,loja,medio,7788.37,no,no
0.000007,medio,0.101449,0.153846,0.240331,0.241583,0.125864,escritorio,alto,4532.94,no,no
0.333927,medio,0.202899,0.615385,0.328729,0.41327,0.132434,galpao,alto,68448.29,no,yes
0.060998,medio,0.231884,0.120447,0.491713,0.143926,0.407676,sala_comercial,medio,1004.18,no,no
0.046969,medio,0.028986,0.153846,0.25809,0.184924,0.383817,escritorio,alto,12254.63,no,no
0.021187,alto,0.217391,0,0.125888,0.245521,0.355571,sala_comercial,baixo,6904.45,no,no
0.01042,medio,0.318841,0.076923,0.625888,0.061626,0.334716,sala_comercial,baixo,850,no,no
0.147406,medio,0.362319,0.384615,0.280189,0.33353,0.235131,galpao,baixo,36082.99,no,no
0.002499,alto,0.072464,0,0.146409,0.166962,0.124827,escritorio,baixo,4489.77,no,no
0.004862,medio,0.246377,0,0.439621,0.146289,0.281812,sala_comercial,alto,850,no,no
0.012805,alto,0.15942,0,0.173639,0.216184,0.216805,sala_comercial,baixo,3705.58,no,no
0.022779,alto,0.449275,0.076923,0.02131,0.349084,0.236169,escritorio,medio,11151.98,no,no
0.007322,medio,0.318841,0,0.271507,0.238236,0.32538,sala_comercial,baixo,3503.19,no,no
0.025444,medio,0.101449,0.076923,0.529203,0.112424,0.353389,escritorio,medio,3310.87,no,no
0.016264,medio,0.26087,0,0.364122,0.187242,0.310166,loja,medio,4702.6,no,no
0.026885,alto,0.207802,0.153846,0.217443,0.266785,0,escritorio,alto,14371.95,no,no
0.169183,baixo,0.207802,0,0.316496,0.173066,0.298755,galpao,medio,20311.21,no,no
0.057731,medio,0.130435,0.076923,0.379637,0.223469,0.37621,loja,alto,15856.11,no,no
0.034682,baixo,0.449275,0.076923,0.586819,0.156921,0.553596,escritorio,baixo,3000.77,no,no
0.218026,baixo,0.115942,0.615385,0.560379,0.193148,0.405256,galpao,medio,30116.05,yes,no
0.073025,medio,0.115942,0.230769,0.477901,0.183894,0.313278,loja,medio,14976.95,no,no
0.557472,medio,0.681159,0,0.348066,0.128569,0.953665,sala_comercial,medio,16532.71,no,yes
0.033947,medio,0.275362,0.076923,0.269929,0.227407,0.150069,loja,medio,6955.44,no,no
0.002629,alto,0.15942,0.153846,0.100237,0.558181,0.084025,escritorio,baixo,22531,no,no
0.040702,alto,0.318841,0.076923,0.243094,0.265407,0.134855,loja,baixo,11488.09,no,no
0.000866,baixo,0.207802,0,0.593528,0.033471,0.616528,loja,medio,850,no,no
0.028662,baixo,0.086957,0,0.509077,0.038196,0.585062,loja,baixo,850,no,no
0.009987,alto,0,0.076923,0.178769,0.3418,0.260373,sala_comercial,medio,7982.69,no,no
0.024764,medio,0.521739,0.076923,0.328729,0.207127,0.311203,escritorio,medio,2074.7,no,no
0.034695,baixo,0.202899,0,0.485004,0.019098,0.496888,loja,baixo,850,no,no
0.060998,medio,0.072464,0.076923,0.35517,0.163024,0.299447,sala_comercial,medio,3980.68,no,no
0.03873,baixo,0.144928,0.076923,0.520916,0.112424,0.255878,loja,baixo,4746.83,no,no
0.049302,medio,0.231884,0,0.357932,0.116361,0.378631,loja,baixo,5524.49,no,no
0.039892,baixo,0.188406,0.153846,0.364122,0.055326,0.697787,loja,medio,1329.14,no,no
0.060998,medio,0.072464,0.461538,0.203631,0.632014,0.119986,galpao,baixo,70136.51,no,no
0.049478,alto,0.275362,0.230769,0.067877,0.334712,0.215768,loja,medio,16430.34,no,no
0.038187,baixo,0.086957,0.076923,0.196133,0.184924,0.478562,loja,medio,6606.74,no,no
0.196875,baixo,0.130435,0.769231,0.595501,0.208506,0.569848,galpao,medio,33710.75,yes,no
0.005717,medio,0.028986,0.076923,0.205209,0.152786,0.174274,sala_comercial,medio,3844.03,no,no
0.015551,alto,0.086957,0.076923,0.0809,0.273676,0.231674,escritorio,alto,11861.85,no,no
0.051144,baixo,0.275362,0.076923,0.58011,0.025989,0.559129,loja,baixo,1679.18,no,no
0.002128,baixo,0.173913,0,0.550908,0.03544,0.701936,sala_comercial,alto,850,no,no
0.374596,medio,0.043478,0.538462,0.520521,0.233117,0.383472,galpao,medio,61586.57,no,yes
0.010511,medio,0.101449,0.076923,0.228493,0.205158,0.355571,sala_comercial,baixo,4950.99,no,no
0.056559,medio,0.202899,0.076923,0.50513,0.146092,0.319502,loja,alto,11107.27,no,no
0.220577,medio,0.231884,0.615385,0.261642,0.317976,0.356501,galpao,baixo,36139.27,yes,no
0.037881,medio,0.043478,0.120447,0.047356,0.321323,0.028354,escritorio,medio,14499.91,no,no
0.043103,baixo,0.101449,0.076923,0.474743,0.098838,0.426694,loja,medio,4574.38,no,no
0.013709,medio,0.15942,0.153846,0.505525,0.189014,0.326763,escritorio,alto,3649.36,no,no
0.060998,baixo,0.057971,0.076923,0.792028,0.025399,0.687068,escritorio,medio,2397.12,no,no
0.021291,medio,0.26087,0,0.213102,0.251231,0.048064,loja,alto,9334.57,no,no
0.041711,medio,0.275362,0,0.493686,0.154164,0.342669,loja,medio,6999.89,no,no
0.033292,medio,0.318841,0,0.358721,0.133491,0.366183,loja,baixo,3538.83,no,no
0.02079,medio,0.217391,0,0.282557,0.119315,0.547026,escritorio,medio,1780.77,no,no
0.016225,medio,0.207802,0.076923,0.279006,0.113211,0.246196,escritorio,medio,3049.38,no,no
0.036947,alto,0.42029,0.076923,0.076559,0.253396,0.091978,loja,alto,14105.69,no,no
0.032492,medio,0.086957,0.153846,0.430939,0.130734,0.355571,escritorio,baixo,3456.19,no,no
0.028327,medio,0.217391,0,0.329124,0.188423,0.38935,escritorio,medio,5843.04,no,no
0.009206,alto,0.101449,0,0.364122,0.362079,0.228907,sala_comercial,medio,6731.76,no,no
0.038375,baixo,0.086957,0,0.610497,0.111833,0.330221,loja,baixo,3850.88,no,no
0.018408,medio,0.26087,0.076923,0.531571,0.131325,0.30982,escritorio,baixo,1737.19,no,no
0.046188,medio,0.391304,0.153846,0.130229,0.18862,0.327801,loja,medio,9839.9,no,no
0.010338,baixo,0.144928,0,0.700079,0.184924,0.492739,loja,medio,850,no,no
0.040617,baixo,0.173913,0.153846,0.329519,0.145304,0.549793,loja,medio,7389.85,no,no
0.050149,medio,0.507246,0,0.304657,0.211262,0.19018,loja,medio,8338.44,no,no
0.066435,alto,0.144928,0.153846,0.031965,0.33353,0.237206,loja,baixo,22099.35,no,no
0.031262,baixo,0.347826,0,0.462904,0.11833,0.537344,loja,alto,1967.55,no,no
0.011965,medio,0.173913,0.076923,0.471981,0.184924,0.393845,loja,baixo,1929.61,no,no
0.177171,baixo,0.405797,0.307692,0.727703,0.15948,0.60823,loja,baixo,16404,no,no
0.004507,alto,0.376812,0.230769,0.175612,0.316992,0.235823,sala_comercial,medio,6690.5,no,no
0.060959,medio,0.434783,0.307692,0.505525,0.140382,0.354772,loja,baixo,9220.82,no,no
0.027712,medio,0.405797,0,0.475138,0.109077,0.345436,sala_comercial,medio,850,no,no
0.081085,medio,0.057971,0.153846,0.375296,0.258909,0.341978,loja,baixo,12828.19,no,no
0.01766,alto,0.246377,0,0.170481,0.174641,0.026971,sala_comercial,baixo,4388.96,no,no
0.007341,medio,0.057971,0,0.621547,0.053357,0.371024,loja,medio,850,no,no
0.013394,baixo,0.086957,0,0.631413,0.004332,0.599931,escritorio,medio,850,no,no
0.031018,medio,0.115942,0.076923,0.560773,0.177397,0.536653,escritorio,baixo,4766.46,no,no
0.023055,medio,0.42029,0,0.41397,0.163812,0.365145,escritorio,medio,1331,no,no
0,medio,0.42029,0.076923,0.044594,0.585548,0.109267,loja,baixo,20499.62,no,no
0.23281,medio,0.115942,0.692308,0.410418,0.348494,0.40249,galpao,medio,43026.31,yes,no
0.000007,alto,0.072464,0,0.202841,0.266588,0.244467,sala_comercial,medio,4648.23,no,no
0.21951,medio,0.057971,0,0.355959,0.37212,0.304979,galpao,medio,37255.65,yes,no
0.025222,medio,0.217391,0.153846,0.406077,0.111439,0.284924,sala_comercial,baixo,1315.32,no,no
0.265835,alto,0.086957,0.153846,0.106551,0.547943,0.085062,galpao,baixo,54696.77,yes,no
0.003156,baixo,0.289855,0,0.669692,0.037409,0.208506,sala_comercial,medio,850,no,no
